country,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year
Lithuania,0.21370930191346493,0.7270239359528023,0.9138447167160929,0.267218450538341,-1.1184044239982152,-1.7317054434696624,1.1105906428271977,-1.2970626564748144,0.16284376313633242,-1.3903391844017299,1.0131898081622643,0.6661695593290878,-0.20044595551078673,-0.39392282611449797
Luxembourg,1.3799078336498471,1.8935700875996755,0.9648222338355636,1.1915250609675971,1.2760818850938918,0.3158614403601857,-2.0741193401664484,0.6307708738906039,-0.6982463393581534,1.6305854283164019,1.5725503658586952,1.6039092019054564,-1.1802372790848104,-1.4069879238456957
Macedonia,-0.5454062766719936,0.1459385924123176,-0.2086158706314355,0.3899262968501496,-0.872872278335089,-0.0831705827972249,0.5952081926324648,-0.9757562351901821,0.8173973631345156,-0.3480859607565588,-0.005217627081108695,-0.016196925606720366,0.6356293569576604,0.6899414048658337
Madagascar,-1.3517059957131654,-1.677858479851477,-0.8312056490194201,-0.8348531521778992,-1.3638010861238963,-0.25980695710023016,0.42709351526758743,-0.07728836663018734,-0.6278725278204076,0.48979846211865297,-0.3828133013613526,-0.5660420233468892,-1.2691617610762302,0.08790300125419387
Malawi,-1.0718036471321575,-1.9299587932096804,-1.9810267199038334,-1.4945319524855374,0.4312857284164373,0.78964340154425,0.20488535480098535,0.0523320421711074,-0.3378867065047468,0.9220589644749586,0.0410938818164074,-0.43046188196403834,1.2460478230680525,1.7703135572960678
Malaysia,0.4005078416780773,0.6714206768197342,0.1538796068464598,0.27561226039327125,0.5720980939068756,0.5804858883816445,0.3836643698357495,0.870680159930165,-0.5264558610019993,1.4927310305332466,-0.02194565936658271,0.6267694486563447,-0.6293192207390205,-0.7435183670982263
Mali,-1.1757930430623678,-1.420965177829449,-0.14482458332187398,-1.7412786818230166,-0.43696146539561403,-0.2947200091320751,0.18775598855262285,0.3054889423755963,-0.9108800280621845,0.6152344956675684,-0.250622911411031,-0.561961223712498,-0.6554626984152808,0.3744459698596189
Malta,0.7607539534070155,0.5541481240216289,0.9596863670486486,1.1339053728774995,1.035442791995647,1.4280423619709541,-0.16382159947544295,-0.12509747263417864,1.2338167730715843,0.6495151468887275,1.2322701133340315,1.035481131442475,0.18019188819977666,-0.4832436327154755
Mauritania,-0.8987283532532955,-0.8880691453705992,-0.2661207123619521,-1.162688432535075,-1.1255940112785559,-0.010742562089397445,-0.1534766607670066,0.4933385914906861,-1.0207436668061622,-0.429210045454049,-0.7702079304098921,-0.7358212883920425,-0.8282886177352633,-0.013242155052116001
Mauritius,0.13346908717268477,0.48922000526807025,-0.034511616033096465,0.3717067277509425,0.7373379382846083,1.0315980793380772,0.6447440485362302,0.628564521907523,-0.243871611141629,0.8021401044341406,0.853044206918932,0.6575664417703063,0.050680203256900834,-0.2120876293936743
Mexico,1.247965939646145,0.4002212370606493,0.20400268960407014,0.6387419875776832,0.16850563287444867,-0.6763712632958584,-0.23501225413087526,0.9440771690724826,-0.40716644960982484,-0.5677097357409222,-0.16325526642140153,-0.08958622309448044,0.4260860246098759,-0.6040724786440929
Moldova,0.15122304904685596,-0.7511129557123435,0.1906177696702871,0.028134946143364477,-0.7898647981747441,-0.2875191311514687,1.012104896201527,-1.1708400950924778,0.2644493265151247,-1.4555211959783263,-0.04719978600683008,-0.4341724513451119,-0.25427061734074213,-0.38285998366217605
Mongolia,-0.5423952818907211,-0.04729307965685652,0.9379296217474943,-0.08672897143965169,-0.2178421697443877,0.6565266222758125,0.925697172822958,-0.5347290594525022,-1.0165579286970634,-0.821649091135193,0.5156799173002824,-0.3939123343566144,-0.8137372589104034,-0.2902685046820739
